zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
28595357,430 Elliott Ranch Road,78610,30.114409,-97.885079,535052.0,-9133,631361,486897,3931,115173,1987.0,06/30/1998,255000
29404669,7023 Craybrough Circle,78724,30.303493,-97.64479,147090.0,-4856,167683,125027,1200,10820,1977.0,,
29364718,3502 Rockhill Drive,78645,30.407862,-97.955464,174407.0,994,219753,148246,1106,51849,1978.0,,
,5815 J M Holloway Lane,78724,,,,,,,,,,,
,813 Stobaugh Street,78757,,,,,,,,,,,
64655117,12019 Arnhamn Lane,78653,30.379791,-97.517198,308429.0,-6399,379368,271418,1904,433858,1995.0,07/02/2008,26859
,2033 Aster Way,78665,,,,,,,,,,,
29465652,18604 River Timber Drive,78617,30.214778,-97.522097,160001.0,-173,185601,142401,1120,63728,1977.0,,
,10705 Doyle Overton Road,78617,,,,,,,,,,,
,7033 Wells Trace,78653,,,,,,,,,,,
29475847,6808 Smokey Hill Road,78736,30.244785,-97.891749,319879.0,-5831,342271,303885,1543,14941,1980.0,02/16/2011,
,1099 West 32nd Street,78705,,,,,,,,,,,
28599363,204 Dodgen Trail,78610,30.090353,-97.888872,401959.0,1748,462253,361763,2048,129808,1986.0,,
,66 West Oak Drive,78612,,,,,,,,,,,
29450624,203 West Walnut Street,78660,30.442079,-97.621438,292975.0,184,319343,272467,2629,14113,1911.0,,
,19515 Drapers Mountain Trail,78645,,,,,,,,,,,
29430705,3801 Woodbrook Circle,78759,30.373785,-97.748065,424056.0,-7108,445259,402853,2227,7388,1976.0,,
29413044,5410 Montview Street,78756,30.328947,-97.741744,451542.0,5832,487665,428965,660,9858,1946.0,,
144985938,21217 Jakes Hill Road,78660,30.485034,-97.548904,,,,,,845587,,,
29323732,911 Christopher Street,78704,30.255481,-97.757128,577763.0,-56882,612429,537320,1346,5001,1939.0,,
,12725 Shady Acres Drive,78610,,,,,,,,,,,
119983981,14709 Lake Victor Drive,78660,30.432858,-97.663041,285403.0,-2264,299673,265425,2244,8616,2013.0,,
,810 Vargas Road,78741,,,,,,,,,,,
29341402,2106 Far Gallant Drive,78746,30.318777,-97.810029,1277964.0,-47180,1354642,1137388,4831,28750,2000.0,,
83818295,12900 Jacobson Road,78653,30.39887,-97.489797,,,,,1600,652964,1998.0,05/15/2014,
29446156,13002 Council Bluff Drive,78727,30.432208,-97.718769,356706.0,-1152,374541,338871,1939,9713,1979.0,,
29565725,1798 Possum Trot Street,78681,30.524177,-97.731709,499041.0,-701,583878,474089,3505,30492,1990.0,,
,154 Sequoyah Street,78610,,,,,,,,,,,
,4730 Southwest Parkway,78735,,,,,,,,,,,
,8410 Tuscany Way,78754,,,,,,,,,,,
29324483,1901 Barton Parkway,78704,30.256536,-97.780174,596399.0,2504,626219,548687,1907,9997,1969.0,,
89461475,655 Cortona Drive,78746,30.289085,-97.804361,1526513.0,22631,1618104,1434922,3760,64033,2009.0,12/31/2012,
124720379,3115 Sacbe Cove,78748,30.197396,-97.832736,351188.0,-2704,368747,333629,1882,5615,2011.0,06/10/2011,353182
,6990 Wolf Lane,78617,,,,,,,,,,,
,12234 North Lamar Boulevard,78758,,,,,,,,,,,
58315217,9213 Gaur Court,78749,30.211006,-97.888248,394022.0,-3024,413723,374321,2003,10054,1995.0,,
70348835,11617 Shadow Creek Drive,78653,30.361486,-97.549505,244407.0,-2144,256627,232187,2128,9300,2006.0,,
70334232,7005 Zachary Drive,78724,30.305429,-97.646371,,,,,,5401,,,
,19200 Lockwood Road,78653,,,,,,,,,,,
83826142,12505 Alcanza Drive,78737,30.179235,-97.920002,544282.0,-2843,571496,517068,3662,9601,2011.0,,
64703430,9303 Sandstone Street,78737,30.217119,-97.92732,442410.0,6531,468955,415865,1951,176505,1972.0,,
29334488,1704 Barton Creek Boulevard,78735,30.297417,-97.864418,2481107.0,-142169,2605162,2357052,7558,209088,1998.0,,
29443759,111 Star Flower Way,78660,30.420301,-97.65823,179643.0,-318,188625,168864,996,5619,1998.0,02/01/2013,77100
29467242,5301 Woodland Oaks Court,78744,30.194915,-97.743403,264598.0,990,293704,238138,1944,6996,1983.0,05/08/2018,300000
,2454 Williamson Road,78644,,,,,,,,,,,
29514363,1609 Melibee Trail,78748,30.154506,-97.831746,233701.0,2522,247723,215005,1271,5837,1999.0,07/10/2017,214000
84382270,147 Thousand Oaks Drive,78612,30.104918,-97.513679,99407.0,2567,122271,85490,582,115782,1973.0,,
,7000 North MoPac Expressway,78731,,,,,,,,,,,
29336258,1700 Lakeshore Drive,78746,30.297683,-97.787865,7271887.0,7742,10180642,4581289,3968,34020,1982.0,,
,8368 FM 969,78724,,,,,,,,,,,
,3500 Dime Circle,78744,,,,,,,,,,,
,913 Oaklands Drive,78681,,,,,,,,,,,
,10949 Kit Carson Drive,78737,,,,,,,,,,,
,8111 Circuit Of The Americas Boulevard,78617,,,,,,,,,,,
29413965,5702 Shoal Creek Boulevard,78757,30.335369,-97.749065,652789.0,-7972,685428,613622,2227,21780,1953.0,,
,167 Dittmar Road East,78745,,,,,,,,,,,
29470804,8307 Citation Avenue,78719,30.135089,-97.676643,187180.0,2221,213385,170334,1300,12998,1972.0,,
83828438,6610 Boyce Lane,78653,30.362359,-97.60664,,,,,1600,80368,1984.0,,
29331413,3700 Misty Creek Drive,78735,30.282728,-97.881937,1255694.0,39116,1343593,1105011,4500,49151,1984.0,,
70327270,1701 Vargas Road,78741,30.231282,-97.695368,332141.0,-13822,381962,275677,1350,8581,2005.0,,
29513876,700 Decker Prairie Drive,78748,30.155868,-97.813348,234940.0,3585,246687,223193,861,9844,1987.0,,
,219 Cullen Boulevard,78610,,,,,,,,,,,
29483207,6900 Fence Line Drive,78749,30.223365,-97.849036,571306.0,-5295,599871,519888,3008,42950,2001.0,,
29330509,307 Briarwood Trail,78746,30.280567,-97.801488,1401196.0,127740,1485268,1177005,2230,15677,1963.0,,
,8957 Clinger Road,78719,,,,,,,,,,,
29424340,9615 Point Vista Place,78753,30.356782,-97.678031,281651.0,-4958,298550,264752,2012,8847,1981.0,,
,418 Buda Sportsplex Drive,78610,,,,,,,,,,,
29556509,1800 Easton Drive,78664,30.527105,-97.680458,176366.0,4502,185184,162257,1117,8574,1980.0,,
,13417 Saddlebrook Trail,78729,,,,,,,,,,,
29510416,3207 West Slaughter Lane,78748,30.179296,-97.844499,,,,,2623,141526,1973.0,,
28595459,1117 Live Oak Loop,78610,30.115697,-97.91072,518404.0,6505,580612,492484,2663,144183,1985.0,11/22/2013,356000
,401 Dell Way,78664,,,,,,,,,,,
58303131,11401 Hunters Lane,78753,30.381226,-97.681553,319203.0,-19839,335163,303243,1680,14575,1961.0,,
,16919 Dorman Drive,78781,,,,,,,,,,,
,1298 Champion Drive,78664,,,,,,,,,,,
29471252,8504 Linden Loop,78617,30.131077,-97.594195,225220.0,16141,254499,198194,1250,233917,2013.0,06/22/2015,
,481 Wild Basin Road,78746,,,,,,,,,,,
,4209 Smith School Road,78744,,,,,,,,,,,
29513804,11720 Hobbiton Trail,78739,30.163977,-97.870419,495049.0,508,519801,465346,3420,16814,1992.0,,
,70 Brenda Lane,78665,,,,,,,,,,,
,5436 County Road 175,78681,,,,,,,,,,,
29328272,3606 Moon River Road,78746,30.274203,-97.808813,752041.0,-1439,789643,691878,2550,10328,1974.0,,
,1847 Primrose Trail,78664,,,,,,,,,,,
144282158,15300 FM 973,78653,30.363816,-97.533045,,,,,,2009815,,,
29324391,1700 Norris Drive,78704,30.256265,-97.775086,539391.0,30167,604118,507028,966,7039,1955.0,,
29347607,3600 Chalkstone Cove,78730,30.354278,-97.84487,717285.0,-6319,753149,681421,3094,70131,1990.0,,
80099509,11809 Big Sky Drive,78653,30.320514,-97.524742,213372.0,7815,224041,202703,1591,10890,2010.0,,
,8425 Anderson Mill Road,78729,,,,,,,,,,,
29508001,11304 Savin Hill Lane,78739,30.182703,-97.891276,506464.0,-916,531787,481141,3300,20000,1994.0,,
,6510 Hergotz Lane,78742,,,,,,,,,,,
,384 Clear Springs Hollow,78610,,,,,,,,,,,
29434814,11921 Shropshire Boulevard,78753,30.381647,-97.661039,200714.0,1184,210750,190678,1010,6359,1983.0,,
185218042,10616 Royal Tara Cove,78717,30.495707,-97.778884,299147.0,126,314104,284190,2090,5401,2004.0,11/05/2010,175000
29333958,3005 Bridle Path,78703,30.293498,-97.774435,1019759.0,-21673,1080945,927981,1993,11421,1939.0,,
,3922 RM 620,78738,,,,,,,,,,,
29338199,2009 Yaupon Valley Road,78746,30.30375,-97.820696,1200879.0,-4411,1272932,1128826,3596,56802,1996.0,,
,3906 Lower Drive,78725,,,,,,,,,,,
,1423 Hidden Glen Drive,78681,,,,,,,,,,,
28591212,106 Tori Drive,78610,30.057339,-97.821451,240392.0,15189,252412,213949,1865,43560,1986.0,08/09/2016,269000
,17698 Blake Manor Road,78653,,,,,,,,,,,
29406453,5203 Avenue G,78751,30.316309,-97.720598,408219.0,8930,436794,383726,974,6517,1939.0,,
2093594391,1333 Shore District Drive,78741,30.24356,-97.727395,,,,,732,,2013.0,,
29393537,23007 Beth Drive,78621,30.280129,-97.452412,159755.0,2190,185316,140584,784,163698,1985.0,,
144308306,8005 Cele Road,78653,30.440325,-97.533565,490319.0,2682,539351,451093,4318,202293,2002.0,,
,1531 South Pleasant Valley Road,78741,,,,,,,,,,,
94641465,12500 Ballerstedt Road,78621,30.34103,-97.46931,384440.0,-744,457484,342152,2272,529515,1997.0,05/11/2017,445000
,1709 Williamson Road,78644,,,,,,,,,,,
29412426,5604 Roosevelt Avenue,78756,30.327676,-97.732471,427983.0,-1430,449382,398024,1092,14287,1937.0,,
29565820,8808 Schick Road,78729,30.448001,-97.777746,524960.0,134,587955,472464,4484,,1988.0,,
29368699,5706 Lakeview Drive,78734,30.418878,-97.920879,319965.0,-3184,335963,303967,1434,22477,1992.0,,
,19203 Camino Real,78616,,,,,,,,,,,
,3106 Adelphi Lane,78727,,,,,,,,,,,
83124100,10101 South 1st Street,78748,30.162212,-97.796197,88496485.0,-48137,176992973,46903137,1348,2032662,2008.0,,
,2074 Lantana Drive,78664,,,,,,,,,,,
110537103,9010 Lime Creek Road,78641,30.464066,-97.907641,,,,,1,76360,2005.0,,
80108415,11015 Johnson Road,78641,30.489386,-97.90829,254322.0,4033,282297,228890,1042,301252,1983.0,,
29443638,110 Wild Senna Drive,78660,30.421313,-97.657155,197866.0,1005,207759,185994,1108,6708,1998.0,07/02/1998,
117586668,4006 Eck Lane,78734,30.402135,-97.93144,939507.0,33849,1052248,826766,3885,83635,2013.0,01/31/2012,
29341972,5214 Buckman Mountain Road,78746,30.323657,-97.797662,1350554.0,16794,1431587,1147971,3045,66211,1984.0,,
29375610,6111 New Iberia Court,78727,30.440962,-97.749682,13349112.0,-72122,17220354,9611360,3356,247856,1985.0,,
64639210,1902 Westward Ho Trail,78734,30.377882,-97.934427,266489.0,-1865,279813,253165,1113,12271,2007.0,,
29364482,5807 Misty Hill Cove,78759,30.403914,-97.763459,506444.0,-98,531766,481122,2631,6556,1993.0,08/31/2001,
70337824,19101 Canyon Hollow,78645,30.450522,-97.967552,,,,,,168142,,,
84388225,164 Maldonado Trail,78617,30.104245,-97.602922,171661.0,45,180244,161361,1368,70262,2009.0,,
,1053 Post Oak Path,78652,,,,,,,,,,,
,3801 Travis Country Circle,75735,,,,,,,,,,,
29422685,8411 Bangor Bend,78758,30.353986,-97.712204,305735.0,-1982,324079,290448,1484,7501,1969.0,,
125902112,13400 Galleria Circle,78738,30.310196,-97.940605,,,,,,15682,,,
29492965,1206 Speer Lane,78745,30.204549,-97.794031,276063.0,-5659,289866,262260,1050,6935,1974.0,,
29470255,11607 Maybach Drive,78617,30.158388,-97.648548,183931.0,2667,193128,174734,1331,6608,1996.0,,
,4620 Farm-to-Market Road 1327,78610,,,,,,,,,,,
58316915,1205 West Slaughter Lane,78748,30.173573,-97.813265,386001.0,352,413021,366701,2291,29185,1964.0,,
29473095,2638 Barton Hills Drive,78704,30.249919,-97.795605,778875.0,-6061,856762,693199,2164,18400,1975.0,,
,500 Foxhollow Road,78640,,,,,,,,,,,
29439231,11505 Natrona Cove,78759,30.412362,-97.742934,338966.0,-7298,359304,322018,1500,7143,1973.0,,
,11700 Sonoma Drive,78738,,,,,,,,,,,
125904604,8906 Spring Lake Drive,78750,30.435879,-97.79257,,,,,,25269,1972.0,,
58297578,1340 Patterson Road,78733,30.306061,-97.879231,1324881.0,-48466,1430871,1258637,5452,188484,1999.0,,
,1649 Hunters Trail,78681,,,,,,,,,,,
29468300,5314 Hickory Drive,78744,30.190937,-97.736549,211226.0,3267,223900,200665,1305,7143,1998.0,06/21/2013,
,11592 D Morgan Road,78736,,,,,,,,,,,
,401 Jerrys Lane,78610,,,,,,,,,,,
29568763,12202 Waxwing Circle,78750,30.451061,-97.797086,258762.0,8000,274288,243236,1455,10239,1982.0,06/03/2003,126000
,399 Pin Oak Court,78610,,,,,,,,,,,
,898 Quail Ridge Drive,78616,,,,,,,,,,,
62604862,2315 Westlake Drive,78746,30.30371,-97.783794,3377291.0,514,3917658,2972016,4528,16853,2001.0,,
29462793,1303 Saint Edward's Drive,78704,30.229252,-97.747165,497740.0,-12275,537559,452943,2172,13764,1973.0,,
29613491,1008 Del Roy Drive,78613,30.488441,-97.84823,342386.0,3369,359505,325267,2607,6741,1999.0,,
,16456 Decker Lake Road,78653,,,,,,,,,,,
29342390,409 Tumbleweed Trail North,78733,30.326427,-97.864474,3566700.0,-1415,7133400,2247021,2243,43734,1999.0,12/07/2016,
29446788,205 East Custers Creek Bend,78660,30.432199,-97.623583,287412.0,-7238,301783,273041,2548,10860,1996.0,,
29368256,8109 Pommel Drive,78759,30.421008,-97.78444,436485.0,2031,458309,414661,1932,22085,1975.0,,
52832349,4313 South Summercrest Loop,78681,30.545773,-97.756351,319328.0,2210,335294,303362,2692,8145,2000.0,04/25/2013,214900
,2340 Frontier Trail,78681,,,,,,,,,,,
,9513 Eagle Knoll Drive,78717,,,,,,,,,,,
,6041 Pearce Lane,78612,,,,,,,,,,,
29511308,10300 Wommack Road,78748,30.172144,-97.833404,396387.0,7437,424134,376568,2225,41730,1967.0,,
58316506,6609 Back Bay Lane,78739,30.189582,-97.89745,483920.0,-1201,508116,459724,3143,9147,2002.0,,
29429388,11004 Wandering Way,78753,30.367706,-97.665317,285899.0,-5231,300194,271604,1835,9043,1979.0,,
,213 Texas Avenue,78664,,,,,,,,,,,
29476377,504 El Paso Street,78704,30.236341,-97.761601,456256.0,8798,483631,433443,1204,6412,1946.0,,
,1616 Nelms Drive,78744,,,,,,,,,,,
,15930 Littig Road,78653,,,,,,,,,,,
62606064,12009 Briarcreek Loop,78653,30.318895,-97.534212,180791.0,-2214,189831,171751,1580,6151,2002.0,,
,10675 Maha Circle,78747,,,,,,,,,,,
2087075479,2301 South MoPac Expressway,78746,30.256607,-97.799291,,,,,691,,1997.0,,
89547016,1106 Oak Hurst Road,78734,30.385355,-97.965763,392097.0,-5873,419544,364650,3040,25090,2009.0,05/29/2013,
58302662,11308 Walnut Ridge Drive,78753,30.37507,-97.669596,255198.0,641,285822,232230,1974,8512,1981.0,,
202130957,14810 Fitzhugh Road,78736,30.245912,-98.024304,581174.0,-13235,732279,505621,1056,964854,,,
,140 Summit Pass,78737,,,,,,,,,,,
29482674,4805 Richmond Avenue,78745,30.218865,-97.783759,247846.0,5780,289980,203234,1440,8276,1971.0,01/19/2018,
29412958,2112 Shoalmont Drive,78756,30.330266,-97.740588,440328.0,-1199,475554,418312,1014,6922,1946.0,,
29356008,6404 Alasan Cove,78730,30.378163,-97.821259,1413991.0,7677,1484691,1286732,4218,49179,1996.0,05/31/2018,1395000
,14624 1/2 Murfin Road,78734,,,,,,,,,,,
29516244,2404 Coral Ridge Circle,78747,30.13803,-97.790244,386007.0,5367,405307,366707,2380,9888,1974.0,04/12/2017,
29455803,16847 Tortoise Street,78664,30.463146,-97.650273,237278.0,-4494,249142,225414,1990,10916,1995.0,,
108238457,147 Laredo Drive,78616,30.067571,-97.612298,96876.0,-400,115282,82345,,357105,,,
29470502,9705 Capitol View Drive,78747,30.140773,-97.750342,218779.0,1939,238469,185962,1568,98446,1996.0,,
29473737,4603 Cap Rock Drive,78735,30.249422,-97.826169,409538.0,-10142,430015,389061,1424,8494,1975.0,,
29329595,11607 Overlook Pass,78738,30.285464,-97.932806,1785000.0,36376,2052750,1624350,6277,187308,1997.0,,
29515542,3401 Barker Hollow Pass,78739,30.152978,-97.867778,476674.0,-4311,500508,452840,2620,43560,1992.0,,
29478207,9002 Blue Hill Court,78736,30.238186,-97.936112,499270.0,-11637,529226,454336,1595,130680,1977.0,,
,15505 Fox Run Drive,78737,,,,,,,,,,,
,800 Dalton Lane,78742,,,,,,,,,,,
29402616,5809 Sweeney Circle,78723,30.30536,-97.679076,380450.0,-3515,410886,327187,998,13874,1971.0,,
,156 Hawthorne Loop,78619,,,,,,,,,,,
,652 Turnbow Trail,78613,,,,,,,,,,,
70333706,3913 Sugarloaf Drive,78738,30.317335,-97.96556,767054.0,-1823,820748,682678,3867,14000,2010.0,,
,185 South Buffalo Avenue,78613,,,,,,,,,,,
,488 South Buffalo Avenue,78613,,,,,,,,,,,
29493443,6801 Bissel Circle,78745,30.20225,-97.801872,254577.0,9076,267306,236757,1340,7527,1972.0,,
,19187 Eyerley Road,78653,,,,,,,,,,,
29501870,5226 Austral Loop,78739,30.192419,-97.874136,473766.0,-2157,497454,450078,2861,11804,1998.0,,
29577578,15907 Ruel Cove,78717,30.496141,-97.744537,410777.0,-934,439531,390238,3667,17803,2000.0,,
,15601 Long Vista Drive,78728,,,,,,,,,,,
125746030,209 Fairway Drive,78645,30.386776,-97.999087,423275.0,-1547,482534,385180,1926,6185,2018.0,07/19/2018,
114405883,901 Lonesome Lilly Way,78660,30.476236,-97.625453,317154.0,475,333012,301296,2954,11029,2013.0,,
29361429,4361 Canyon Glen Road,78732,30.383336,-97.889329,340848.0,11219,357890,323806,1805,6186,1999.0,,
29365563,4710 Eck Lane,78734,30.412037,-97.934919,1008201.0,24495,1129185,836807,5191,88427,2000.0,,
29388849,1146 Mason Avenue,78721,30.275923,-97.684448,301586.0,-11779,328729,268412,798,6695,1930.0,,
29399696,1308 Ardenwood Road,78722,30.298849,-97.713571,466940.0,134,490287,443593,1596,9357,1947.0,,
124839059,10204 Lava Lane,78747,30.125564,-97.729077,189104.0,7597,226925,166412,1064,,1992.0,,
,439 Regina Drive,78610,,,,,,,,,,,
83833355,12106 Laws Road,78610,30.064431,-97.679598,270547.0,66724,284074,257020,1629,43560,2006.0,,
29473064,2007 Montclaire Street,78704,30.247055,-97.778686,515033.0,783,540785,484131,1320,6260,1940.0,,
29362103,141 Comanche Drive,78645,30.385043,-97.989483,162644.0,97,170776,148006,1398,1442,1972.0,,
29463584,16709 Decker Creek Drive,78653,30.243581,-97.551996,374491.0,-1184,423175,329552,3005,435687,1984.0,,
,1665 Peachtree Valley Drive,78681,,,,,,,,,,,
,13512 Lipton Loop,78716,,,,,,,,,,,
29511240,9603 South Chisholm Trail,78748,30.171915,-97.812056,349049.0,-6064,380463,317635,1763,39378,1962.0,,
29433634,10405 Little Pebble Drive,78758,30.382028,-97.710711,311520.0,21803,336442,286598,1981,7614,1978.0,,
,19601 Agua Frio Drive,78645,,,,,,,,,,,
,2599 Wildlife Run,78613,,,,,,,,,,,
,11815 El Salido Parkway,78750,,,,,,,,,,,
29452207,1103 Willowwick Circle,78660,30.449973,-97.618205,217688.0,259,228572,206804,1509,9897,1984.0,,
29468375,4402 Shallowbrook Trail,78744,30.192081,-97.702449,238159.0,6646,261975,209580,1755,13517,1968.0,,
29479667,9301 Rock Way Drive,78736,30.233607,-97.933453,435589.0,8000,457368,413810,2140,50965,1971.0,,
29455140,16911 Gower Street,78660,30.459863,-97.638807,218530.0,-6775,233827,205418,2092,6804,1995.0,,
29579300,1410 Deer Ledge Trail,78613,30.493218,-97.836671,271492.0,2999,285067,255202,1961,8514,1989.0,,
70354347,12101 Waterford Run Way,78653,30.365912,-97.523846,197911.0,-221,207807,188015,1458,5066,2013.0,,
28587270,1008 Spanish Oak Trail,78652,30.136469,-97.897909,385827.0,22979,428268,354961,2297,52533,2001.0,,
111968518,9919 Double Eagle Pass,78717,30.500225,-97.755695,486096.0,-1741,510401,461791,3131,,2013.0,,
29579530,906 Woodhollow Lane,78613,30.493209,-97.829137,272628.0,3229,286259,258997,1828,7860,1996.0,06/02/2004,143500
29471117,8221 Coulver Road,78747,30.118554,-97.73104,169519.0,4924,181385,154262,896,108900,1971.0,,
29418491,10517 Sprinkle Cutoff Road,78754,30.353543,-97.646642,138852.0,726,161068,109693,980,21780,1972.0,,
29475059,2703 South 2nd Street,78704,30.238022,-97.762922,522491.0,-13963,548616,496366,1628,7514,1918.0,,
,2116 Clear Lake Place,78665,,,,,,,,,,,
,113 Woodway,78621,,,,,,,,,,,
29447626,1909 Gaylord Drive,78728,30.438219,-97.678607,294920.0,-2502,309666,280174,2031,7797,1985.0,07/27/2017,
70354278,12208 Waterford Run Way,78653,30.366095,-97.523131,217744.0,189,228631,206857,1911,4844,2014.0,03/25/2014,185000
58313798,2210 Southern Oaks Drive,78745,30.2207,-97.798999,430583.0,-4227,456418,409054,2400,9147,1967.0,,
63838950,9310 Rowlands Sayle Road,78747,30.160165,-97.77863,218954.0,-1260,234281,208006,1096,4217,2004.0,07/31/2015,
,3800 Mount Bonnell Road,78731,,,,,,,,,,,
144297665,12178 New Sweden Church Road,78653,30.4096,-97.499767,,,,,,1629492,,,
,298 Mountain City Drive,78610,,,,,,,,,,,
,4209 Smith School Road,78744,,,,,,,,,,,
,900 Shelby Lane,78745,,,,,,,,,,,
29367052,4828 Eck Lane,78734,30.415941,-97.940468,1119353.0,38513,1242482,996224,2787,81022,1983.0,,
,2598 Quanah Drive,78681,,,,,,,,,,,
80100927,732 Santaluz Path,78732,30.339712,-97.917029,840778.0,-29360,882817,781924,4898,22150,2011.0,,
29385781,4506 Atlantis Drive,78725,30.264079,-97.629441,189251.0,1150,200606,174111,1034,14200,1980.0,,
60134407,8217 Endeavor Circle,78726,30.42525,-97.859774,461588.0,-8180,484667,438509,3284,10354,2001.0,,
,1454 West Park Street,78613,,,,,,,,,,,
29471286,9304 Cliffbrook Drive,78747,30.105598,-97.719361,241526.0,18694,263263,212543,1348,101887,1971.0,,
,2013 Sam Bass Road,78681,,,,,,,,,,,
29454026,15520 Ecorio Drive,78728,30.460601,-97.686283,298117.0,3646,313023,283211,1899,6260,1995.0,03/31/2008,186000
89548182,6912 Mitra Drive,78737,30.176903,-97.91908,569489.0,-3625,615048,518235,3803,9875,2011.0,,
,10704 FM 812,78617,,,,,,,,,,,
29515168,11204 Slaughter Creek Drive,78748,30.151064,-97.819629,365668.0,8411,387608,343728,2024,77537,1977.0,,
29388090,4805 Mendoza Drive,78721,30.27322,-97.687234,347021.0,-4524,374783,319259,1158,8537,1969.0,10/27/2015,12000
29457854,1011 Springbrook Road,78660,30.474341,-97.634082,243617.0,-5511,255798,231436,2311,6534,1999.0,09/23/2015,245000
29474727,1408 Summer Creek Drive,78704,30.241456,-97.772766,486012.0,-21364,539473,437411,2324,7209,1982.0,,
,1436 Calder Road,78616,,,,,,,,,,,
,2190 South Lakeline Boulevard,78613,,,,,,,,,,,
29500937,7406 Albert Road,78745,30.195526,-97.804726,368494.0,11121,427453,309535,1422,65340,1953.0,,
29344447,5233 Tortuga Trail,78731,30.334049,-97.78072,3585937.0,842,3944531,3191484,5204,52708,1995.0,,
,4612 Old Spicewood Springs Road,78759,,,,,,,,,,,
,1956 Bradmore Drive,78664,,,,,,,,,,,
60137783,15004 Drusilla's Drive,78660,30.439423,-97.658596,275036.0,3222,288788,255783,2278,5589,2002.0,07/15/2014,
29340613,2505 Camino Alto,78746,30.314427,-97.789307,3225990.0,-1399,3677629,2871131,4943,53665,1965.0,,
29479883,1509 Redd Street,78745,30.224844,-97.785602,300007.0,-1024,318007,276006,768,9849,1942.0,,
96639371,2841 Deep River Circle,78665,30.502501,-97.623307,,,,,,14078,,,
145002406,506 Horsethief Trail,78652,30.120979,-97.830355,,,,,,1757611,,,
70334888,5805 York Bridge Circle,78749,30.201224,-97.87355,460260.0,5219,483273,437247,3042,8102,2005.0,,
29504888,10501 Galsworthy Lane,78739,30.188645,-97.881524,399792.0,1699,419782,379802,2208,8355,2000.0,,
70355706,18904 Wandering Vine Road,78660,30.461752,-97.5821,301708.0,-1382,316793,286623,2370,7579,2011.0,,
,243 Mesa Verde Drive,78612,,,,,,,,,,,
,5810 Farm-to-Market Road 973,78724,,,,,,,,,,,
29466525,8100 Seeling Drive,78744,30.203015,-97.687856,212479.0,-2840,235852,193356,1152,20055,1980.0,,
,6100 Farm-to-Market Road 973,78724,,,,,,,,,,,
67002301,724 Nelson Ranch Road,78613,30.498969,-97.84088,366719.0,6988,385055,348383,2624,10628,2003.0,,
,1894 East Old Settler's Boulevard,78664,,,,,,,,,,,
,2423 Webberville Road,78702,,,,,,,,,,,
29446962,1503 Sage Boot Drive,78660,30.428914,-97.609194,218345.0,7895,231446,207428,1762,9374,1983.0,,
29406191,4310 Rosedale Avenue,78756,30.314203,-97.743832,792810.0,-2648,832450,753170,2674,6769,1939.0,,
,6405 Edwin Lane,78742,,,,,,,,,,,
29347068,44 Tiburon Drive,78738,30.344413,-97.981733,635100.0,2403,679557,565239,3633,14810,1990.0,,
29413545,6801 Esther Drive,78752,30.331385,-97.712583,293925.0,4971,314500,264533,987,8276,1964.0,,
58268933,1819 Nelson Ranch Loop,78613,30.492474,-97.849191,288346.0,142,302763,265278,2229,13002,2002.0,,
70331896,110 Bella Montagna Circle,78734,30.360703,-97.958074,,,,,,51095,,,
29344230,5916 Carleen Drive,78757,30.337861,-97.7516,523199.0,-19252,549359,497039,1675,10886,1958.0,,
,8367 Scenic Oaks Drive,78737,,,,,,,,,,,
29359085,6904 Agave Cove,78750,30.375735,-97.800356,525532.0,-13835,551809,499255,2900,9383,1989.0,,
29453002,1104 Vapor Drive,78660,30.45324,-97.649892,302993.0,-1276,318143,287843,2890,43560,1999.0,10/30/2006,
,3898 Sebastian Cove,78681,,,,,,,,,,,
,11404 Parsons Road,78653,,,,,,,,,,,
,249 Country Oaks Drive,78610,,,,,,,,,,,
,6821 Old Bee Cave Road,78735,,,,,,,,,,,
,7115 Wells Trace,78653,,,,,,,,,,,
58316112,627 Mairo Street,78748,30.181324,-97.795818,267262.0,5659,280625,251226,1454,6142,1979.0,,
,102 East North Loop Boulevard,78751,,,,,,,,,,,
,14289 Williamsport Street,78717,,,,,,,,,,,
29481912,9611 Bronzewood Drive,78736,30.231769,-97.937127,560246.0,7862,633078,487414,3249,132422,1995.0,,
,1107 Omega Avenue,78721,,,,,,,,,,,
112087987,1605 Tranquility Lane,78660,30.478449,-97.583909,230587.0,-947,242116,219058,1534,6882,2011.0,,
64554579,4204 River Road,78612,30.189909,-97.516979,188424.0,6848,224225,163929,,30292,1972.0,,
29480619,4508 Yellow Rose Trail,78749,30.227399,-97.838538,390480.0,1107,413909,370956,1679,8024,1982.0,,
,2339 La Rochelle Drive,78613,,,,,,,,,,,
111963234,2041 Livonia Drive,78610,30.071638,-97.818555,240642.0,1584,252674,228610,1771,5706,2010.0,08/17/2016,
29432663,8710 Tallwood Drive,78759,30.379197,-97.746802,526194.0,-8232,557766,499884,2000,12140,1967.0,,
,263 Woodland Drive,78619,,,,,,,,,,,
,2720 Lothian Drive,78713,,,,,,,,,,,
,16200 Commelina Drive,78713,,,,,,,,,,,
29387198,6208 Harold Court,78721,30.268412,-97.672939,307347.0,7218,338082,276612,1100,27573,1959.0,,
